# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1664954897.35253 -115.981725 119.231199 -0.190438 0.010227 -0.008943 0.719019 0.694858 0.0000013480 -0.0000000361 0.0000122165 0.0000005823 0.0000002775 0.0004319610 6.1424981745 5.6909210762 0.0026306056 5.5405731690 0.0019001121 0.0140000842
1664954897.45253 -115.991150 119.381524 -0.186430 0.010934 -0.012617 0.719239 0.694562 0.0000014878 -0.0000000708 0.0000149337 0.0000005712 -0.0000010652 0.0004317645 6.1579026670 5.6983458362 0.0026340596 5.5411468384 0.0019028230 0.0140101328
1664954897.55253 -116.001461 119.527804 -0.178037 0.015142 -0.017165 0.718509 0.695141 0.0000019014 -0.0000001201 0.0000200757 0.0000005737 -0.0000016589 0.0004313565 6.1730305926 5.7057863006 0.0026371796 5.5420040455 0.0019055836 0.0140196765
1664954897.65253 -116.010326 119.680166 -0.172545 0.017664 -0.019184 0.716415 0.697187 0.0000021628 -0.0000001096 0.0000228449 0.0000005688 -0.0000013523 0.0004310980 6.1886889681 5.7134488648 0.0026399995 5.5428287215 0.0019093717 0.0140295869
1664954897.75253 -116.021262 119.838125 -0.168662 0.019868 -0.016913 0.714415 0.699236 0.0000021022 0.0000000351 0.0000224582 0.0000005645 0.0000011496 0.0004311551 6.2047553024 5.7210326165 0.0026420336 5.5431757511 0.0019125231 0.0140400392
1664954897.85253 -116.020452 119.991239 -0.161418 0.018630 -0.015805 0.709749 0.704031 0.0000019897 0.0000000686 0.0000213948 0.0000005636 0.0000017777 0.0004312659 6.2201571986 5.7288908529 0.0026450774 5.5446206474 0.0019162928 0.0140494014
1664954897.95253 -116.026256 120.122095 -0.153915 0.019370 -0.017977 0.706355 0.707365 0.0000021732 0.0000000109 0.0000230878 0.0000005638 0.0000007371 0.0004311074 6.2340174977 5.7353101388 0.0026480125 5.5447204264 0.0019197842 0.0140586473
1664954898.05253 -116.020654 120.247967 -0.147002 0.020898 -0.013900 0.700005 0.713697 0.0000019823 0.0000002029 0.0000214245 0.0000006040 0.0000044316 0.0004312637 6.2471872683 5.7411074469 0.0026533648 5.5442376814 0.0019215713 0.0140668734
1664954898.15253 -116.016949 120.361526 -0.140963 0.022217 -0.015409 0.696276 0.717265 0.0000021685 0.0000002225 0.0000232033 0.0000006066 0.0000046088 0.0004310667 6.2593400896 5.7466301062 0.0026573158 5.5440941143 0.0019237219 0.0140741770
1664954898.25253 -116.002683 120.471851 -0.134127 0.023773 -0.014900 0.692742 0.720639 0.0000022254 0.0000002855 0.0000237314 0.0000006341 0.0000059119 0.0004309763 6.2713669947 5.7517974917 0.0026615992 5.5433766240 0.0019262122 0.0140793474
1664954898.35253 -115.994756 120.577760 -0.123443 0.026655 -0.017994 0.689262 0.723799 0.0000026385 0.0000003263 0.0000272707 0.0000006283 0.0000059090 0.0004305589 6.2820293055 5.7562066793 0.0026628739 5.5424259104 0.0019299988 0.0140859157
1664954898.45253 -115.988023 120.696171 -0.117857 0.026779 -0.019018 0.686005 0.726855 0.0000027535 0.0000003027 0.0000280712 0.0000006248 0.0000055764 0.0004304858 6.2935991514 5.7611151841 0.0026638552 5.5416754815 0.0019339371 0.0140932461
1664954898.55253 -115.982719 120.823193 -0.109425 0.024896 -0.017132 0.682554 0.730210 0.0000024467 0.0000002627 0.0000256451 0.0000006219 0.0000055135 0.0004308010 6.3064719190 5.7665961597 0.0026664237 5.5409187811 0.0019345620 0.0141014660
1664954898.65253 -115.973337 120.945211 -0.102421 0.026286 -0.017691 0.678705 0.733727 0.0000026269 0.0000003103 0.0000269104 0.0000006584 0.0000062638 0.0004306531 6.3192385398 5.7721298170 0.0026676117 5.5403675547 0.0019379799 0.0141100700
1664954898.75253 -115.961781 121.070887 -0.093672 0.028178 -0.015775 0.676997 0.735277 0.0000025052 0.0000005164 0.0000267877 0.0000007280 0.0000088965 0.0004305111 6.3324879040 5.7772988899 0.0026641323 5.5386814657 0.0019470178 0.0141160200
1664954898.85253 -115.946833 121.209478 -0.084817 0.026646 -0.013226 0.675756 0.736525 0.0000022027 0.0000004795 0.0000242413 0.0000007458 0.0000092095 0.0004308138 6.3467457921 5.7834681147 0.0026655410 5.5380609249 0.0019517094 0.0141249190
1664954898.95253 -115.933005 121.353800 -0.073536 0.024639 -0.011374 0.674629 0.737658 0.0000019555 0.0000004163 0.0000218965 0.0000007641 0.0000092644 0.0004311039 6.3618582714 5.7895786134 0.0026681861 5.5366382319 0.0019557357 0.0141347809
1664954899.05253 -115.916393 121.492099 -0.060820 0.022869 -0.012336 0.675074 0.737292 0.0000019524 0.0000003092 0.0000216969 0.0000006817 0.0000072911 0.0004312083 6.3771618841 5.7960862257 0.0026700552 5.5357774220 0.0019613970 0.0141421820
1664954899.15253 -115.905761 121.646266 -0.047639 0.021552 -0.012128 0.674281 0.738061 0.0000018651 0.0000002705 0.0000207123 0.0000006729 0.0000067575 0.0004313657 6.3920663973 5.8017671408 0.0026720904 5.5337775533 0.0019659432 0.0141519736
1664954899.25253 -115.884368 121.798881 -0.038704 0.021711 -0.010863 0.673211 0.739052 0.0000017768 0.0000002996 0.0000200431 0.0000007091 0.0000075984 0.0004314411 6.4082406204 5.8084180393 0.0026738836 5.5325025006 0.0019710544 0.0141603490
1664954899.35253 -115.863538 121.955218 -0.029389 0.021419 -0.006638 0.670552 0.741523 0.0000015223 0.0000003356 0.0000169459 0.0000008297 0.0000099634 0.0004316667 6.4243414964 5.8143819925 0.0026754800 5.5300677945 0.0019757172 0.0141704908
1664954899.45253 -115.849731 122.099807 -0.022281 0.020246 -0.007704 0.664895 0.746623 0.0000015712 0.0000002802 0.0000169209 0.0000007757 0.0000086628 0.0004317343 6.4393642522 5.8205916684 0.0026764578 5.5290036751 0.0019806657 0.0141795334
1664954899.55253 -115.827691 122.234629 -0.016989 0.020387 -0.007929 0.662767 0.748506 0.0000015584 0.0000003013 0.0000170008 0.0000007678 0.0000087855 0.0004317350 6.4536403093 5.8261987520 0.0026776557 5.5274835944 0.0019829989 0.0141891573
1664954899.65253 -115.804107 122.368343 -0.008693 0.022878 -0.007224 0.661574 0.749496 0.0000016706 0.0000003973 0.0000180306 0.0000008747 0.0000107528 0.0004316186 6.4677281141 5.8310854137 0.0026802121 5.5248306352 0.0019855103 0.0141983879
1664954899.75253 -115.779931 122.515285 0.000332 0.020272 -0.005922 0.660318 0.750689 0.0000014158 0.0000003195 0.0000155925 0.0000007998 0.0000097377 0.0004317918 6.4830081064 5.8371620806 0.0026810617 5.5233580495 0.0019879738 0.0142039754
1664954899.85253 -115.762346 122.660529 0.013545 0.021042 -0.007270 0.660007 0.750930 0.0000015386 0.0000003501 0.0000171786 0.0000007919 0.0000094594 0.0004317177 6.4981491782 5.8425625635 0.0026831660 5.5208062330 0.0019908605 0.0142122116
1664954899.95253 -115.747708 122.808095 0.023746 0.019506 -0.009770 0.658636 0.752145 0.0000015811 0.0000002746 0.0000178090 0.0000007064 0.0000071390 0.0004317825 6.5139324925 5.8490094179 0.0026842894 5.5196411959 0.0019939518 0.0142210180
1664954900.05253 -115.724754 122.962566 0.031119 0.019964 -0.007862 0.658883 0.751939 0.0000015206 0.0000003221 0.0000168833 0.0000007817 0.0000087339 0.0004318500 6.5299801089 5.8549447208 0.0026850306 5.5173595354 0.0019970998 0.0142293437
1664954900.15253 -115.696804 123.115045 0.041353 0.023155 -0.006493 0.658569 0.752136 0.0000016231 0.0000004434 0.0000177523 0.0000009196 0.0000112685 0.0004316999 6.5460644202 5.8608416354 0.0026872051 5.5150021080 0.0019997903 0.0142390677
1664954900.25253 -115.679451 123.272244 0.049505 0.022088 -0.004283 0.658174 0.752530 0.0000014501 0.0000004308 0.0000156677 0.0000009561 0.0000119086 0.0004318423 6.5629189865 5.8672007174 0.0026884230 5.5128796501 0.0020021579 0.0142485905
1664954900.35253 -115.664492 123.427657 0.061414 0.019894 -0.005574 0.657647 0.753043 0.0000014606 0.0000003367 0.0000154251 0.0000008882 0.0000098645 0.0004320419 6.5792516738 5.8739377774 0.0026907327 5.5118905783 0.0020051560 0.0142576122
1664954900.45253 -115.646041 123.587506 0.066878 0.018180 -0.003888 0.658093 0.752707 0.0000013392 0.0000002767 0.0000133551 0.0000009081 0.0000096487 0.0004322583 6.5961508354 5.8804857786 0.0026924579 5.5101270484 0.0020078322 0.0142675457
1664954900.55253 -115.625851 123.741400 0.078313 0.019066 -0.004294 0.658045 0.752725 0.0000015305 0.0000002772 0.0000141559 0.0000009738 0.0000099392 0.0004322886 6.6124674724 5.8867375952 0.0026935827 5.5083253006 0.0020103280 0.0142786746
1664954900.65253 -115.598989 123.893197 0.085048 0.021656 -0.006269 0.658257 0.752455 0.0000016256 0.0000003603 0.0000169254 0.0000009696 0.0000101539 0.0004320575 6.6284205905 5.8929080936 0.0026957055 5.5066887224 0.0020128982 0.0142866341
1664954900.75253 -115.583453 124.057299 0.093563 0.015313 -0.002623 0.657290 0.753478 0.0000012533 0.0000002027 0.0000108868 0.0000008933 0.0000083619 0.0004325261 6.6461798610 5.8994366411 0.0026972585 5.5042667621 0.0020153009 0.0142968753
1664954900.85253 -115.565263 124.210279 0.098642 0.015461 -0.004897 0.658547 0.752365 0.0000013312 0.0000001916 0.0000121636 0.0000008534 0.0000072334 0.0004324375 6.6625980218 5.9059998249 0.0026980076 5.5030065681 0.0020174238 0.0143058804
1664954900.95253 -115.543119 124.380236 0.103358 0.010074 0.001435 0.657602 0.753297 0.0000010694 0.0000000857 0.0000050838 0.0000008808 0.0000072529 0.0004327470 6.6806126163 5.9126557957 0.0026996667 5.5006640924 0.0020189023 0.0143166050
1664954901.05253 -115.517014 124.543075 0.115079 0.010367 0.003716 0.658469 0.752527 0.0000010711 0.0000000951 0.0000038274 0.0000009534 0.0000084509 0.0004327707 6.6977586922 5.9190630204 0.0027013357 5.4985932400 0.0020205779 0.0143264505
1664954901.15253 -115.496521 124.693261 0.125803 0.012530 0.001666 0.657936 0.752968 0.0000010542 0.0000002142 0.0000060854 0.0000009229 0.0000086189 0.0004326635 6.7144403456 5.9251751418 0.0027046556 5.4963858734 0.0020232392 0.0143344824
1664954901.25253 -115.493593 124.852336 0.128455 0.004034 -0.000771 0.658945 0.752180 0.0000010211 0.0000001226 0.0000028612 0.0000007731 0.0000018805 0.0004329190 6.7314729705 5.9324839194 0.0027061350 5.4960518366 0.0020254901 0.0143429329
1664954901.35253 -115.481382 124.999802 0.129991 0.004677 -0.003582 0.661046 0.750323 0.0000010758 0.0000001159 0.0000051028 0.0000007594 0.0000009741 0.0004328287 6.7472970786 5.9387824314 0.0027099061 5.4948918713 0.0020273816 0.0143543900
1664954901.45253 -115.447729 125.154098 0.133331 0.009067 -0.002067 0.661068 0.750268 0.0000011485 0.0000001784 0.0000068667 0.0000008135 0.0000042796 0.0004327497 6.7627384864 5.9442930100 0.0027123322 5.4926543894 0.0020279812 0.0143638120
1664954901.55253 -115.425218 125.306807 0.139308 0.009231 0.000509 0.663392 0.748215 0.0000012418 0.0000001962 0.0000051124 0.0000008960 0.0000060749 0.0004328084 6.7797738300 5.9502901254 0.0027153529 5.4900578574 0.0020297552 0.0143782106
1664954901.65253 -115.412440 125.454737 0.142773 0.007242 -0.002232 0.664312 0.747417 0.0000012978 0.0000001897 0.0000057374 0.0000008003 0.0000031802 0.0004328554 6.7962430535 5.9568934289 0.0027141243 5.4889813183 0.0020302916 0.0143804808
1664954901.75253 -115.386704 125.608982 0.144324 0.007645 -0.004707 0.666627 0.745337 0.0000012719 0.0000001653 0.0000072225 0.0000007729 0.0000021042 0.0004327982 6.8121297056 5.9630574379 0.0027154286 5.4876071039 0.0020309234 0.0143893545
1664954901.85253 -115.363286 125.755613 0.145463 0.011804 -0.003596 0.667719 0.744311 0.0000013273 0.0000002467 0.0000091429 0.0000008301 0.0000054035 0.0004326721 6.8284812811 5.9682639199 0.0027173710 5.4842090301 0.0020315485 0.0143997929
1664954901.95253 -115.347815 125.914656 0.151368 0.009601 -0.002467 0.669602 0.742654 0.0000013353 0.0000002419 0.0000073650 0.0000008342 0.0000046826 0.0004327732 6.8450430778 5.9747161199 0.0027194921 5.4828674565 0.0020323903 0.0144131461
1664954902.05253 -115.335733 126.076307 0.152678 0.006318 -0.003447 0.671133 0.741302 0.0000013387 0.0000002266 0.0000059773 0.0000008399 0.0000018171 0.0004329085 6.8628440438 5.9820285918 0.0027217258 5.4821037511 0.0020329526 0.0144272821
1664954902.15253 -115.314355 126.244615 0.153311 0.005083 -0.000746 0.673989 0.738724 0.0000013115 0.0000002464 0.0000035275 0.0000008888 0.0000027476 0.0004329614 6.8807541271 5.9887655185 0.0027244378 5.4802648209 0.0020322507 0.0144402017
1664954902.25253 -115.297172 126.407787 0.156143 0.004517 0.004990 0.676524 0.736390 0.0000012795 0.0000002202 -0.0000003245 0.0000008881 0.0000056008 0.0004328312 6.8991260799 5.9953188598 0.0027276030 5.4777730183 0.0020312093 0.0144518870
1664954902.35253 -115.281661 126.565140 0.158817 0.004132 0.007120 0.681804 0.731488 0.0000012923 0.0000002088 -0.0000019130 0.0000009314 0.0000066057 0.0004328183 6.9158988472 6.0021168785 0.0027295285 5.4769594201 0.0020309639 0.0144632522
1664954902.45253 -115.273277 126.712371 0.156869 0.002962 0.006159 0.687057 0.726572 0.0000012816 0.0000002037 -0.0000020778 0.0000008816 0.0000055178 0.0004328417 6.9322094027 6.0086714157 0.0027309191 5.4760886165 0.0020304676 0.0144720501
1664954902.55253 -115.276480 126.845387 0.162588 0.002702 0.003819 0.693496 0.720445 0.0000011866 0.0000001514 -0.0000004381 0.0000007637 0.0000039193 0.0004327548 6.9472154616 6.0149520547 0.0027413771 5.4757358024 0.0020362346 0.0144751489
1664954902.65253 -115.271358 126.974958 0.161905 0.004769 0.002524 0.702410 0.711752 0.0000011871 0.0000001640 0.0000015998 0.0000007644 0.0000045127 0.0004327084 6.9608629386 6.0208794833 0.0027442742 5.4757963890 0.0020390455 0.0144824459
1664954902.75253 -115.273876 127.113688 0.163370 0.003079 0.002665 0.705301 0.708896 0.0000011813 0.0000001359 0.0000004023 0.0000007373 0.0000036151 0.0004327077 6.9757224311 6.0274924859 0.0027481594 5.4761371849 0.0020405665 0.0144912135
1664954902.85253 -115.273568 127.259228 0.162839 0.001258 0.003893 0.709544 0.704649 0.0000012047 0.0000000839 -0.0000013382 0.0000007051 0.0000031753 0.0004326542 6.9914475174 6.0345503252 0.0027525873 5.4766076174 0.0020392113 0.0144997490
1664954902.95253 -115.270182 127.401567 0.162970 -0.000176 0.005511 0.714665 0.699445 0.0000012228 0.0000000503 -0.0000033086 0.0000006823 0.0000032818 0.0004325942 7.0074121796 6.0414219403 0.0027534631 5.4765827235 0.0020410548 0.0145067662
1664954903.05253 -115.266389 127.558684 0.164071 -0.002113 0.010427 0.718875 0.695058 0.0000013078 -0.0000000233 -0.0000073641 0.0000007036 0.0000050047 0.0004324280 7.0235415119 6.0482540825 0.0027574680 5.4764034512 0.0020426377 0.0145166878
1664954903.15253 -115.264949 127.708809 0.162912 -0.001326 0.011587 0.720602 0.693250 0.0000013191 -0.0000000462 -0.0000075332 0.0000007496 0.0000064757 0.0004323928 7.0404467432 6.0553389336 0.0027621356 5.4761120526 0.0020443269 0.0145278319
1664954903.25253 -115.271780 127.865714 0.164233 -0.003159 0.010316 0.722551 0.691234 0.0000013486 -0.0000000042 -0.0000079064 0.0000007036 0.0000045688 0.0004324361 7.0576778912 6.0632237907 0.0027658847 5.4769749960 0.0020457172 0.0145387593
1664954903.35253 -115.286259 128.030584 0.161947 -0.007438 0.010086 0.723960 0.689728 0.0000014622 0.0000000439 -0.0000105192 0.0000006647 0.0000018240 0.0004323648 7.0756881072 6.0715393194 0.0027698109 5.4780111585 0.0020467646 0.0145496240
1664954903.45253 -115.289973 128.186147 0.163215 -0.003483 0.009782 0.726769 0.686803 0.0000013185 0.0000000034 -0.0000077710 0.0000006877 0.0000041006 0.0004324286 7.0926723922 6.0790704944 0.0027740432 5.4784691960 0.0020473886 0.0145606498
1664954903.55253 -115.287980 128.343374 0.163711 -0.002777 0.012234 0.726122 0.687452 0.0000012816 -0.0000000210 -0.0000089051 0.0000007008 0.0000058647 0.0004323174 7.1102735691 6.0868206322 0.0027756829 5.4788518353 0.0020466901 0.0145689194
1664954903.65253 -115.302466 128.496129 0.161087 -0.003440 0.009971 0.728262 0.685218 0.0000012776 0.0000000132 -0.0000078525 0.0000006812 0.0000041505 0.0004324279 7.1269735494 6.0944991335 0.0027805925 5.4798206369 0.0020481993 0.0145798119
1664954903.75253 -115.319377 128.653168 0.159148 -0.006203 0.007031 0.728620 0.684854 0.0000012954 0.0000000686 -0.0000078271 0.0000006459 0.0000008006 0.0004324774 7.1441902297 6.1028481425 0.0027852379 5.4815801390 0.0020493385 0.0145908269
1664954903.85253 -115.327383 128.808284 0.158247 -0.005106 0.007250 0.732352 0.680868 0.0000012192 0.0000000154 -0.0000073315 0.0000006289 0.0000015930 0.0004324572 7.1613721593 6.1106812433 0.0027886507 5.4824880006 0.0020503883 0.0146006371
1664954903.95253 -115.338756 128.961805 0.154048 -0.004411 0.007365 0.735265 0.677725 0.0000012319 0.0000000143 -0.0000069459 0.0000006396 0.0000019551 0.0004324842 7.1783992413 6.1184556650 0.0027927508 5.4834304382 0.0020517765 0.0146127374
1664954904.05253 -115.358802 129.118900 0.150307 -0.008234 0.006935 0.737403 0.675368 0.0000013431 0.0000000534 -0.0000091485 0.0000006477 -0.0000004489 0.0004324404 7.1957266598 6.1270168724 0.0027970629 5.4855149793 0.0020531169 0.0146252323
1664954904.15260 -115.370043 129.268469 0.145947 -0.005829 0.003749 0.738498 0.674220 0.0000012270 0.0000000678 -0.0000057700 0.0000006449 -0.0000010143 0.0004325670 7.2121970518 6.1348883248 0.0028006930 5.4870577090 0.0020534194 0.0146373674
1664954904.25269 -115.386092 129.431233 0.142860 -0.007940 0.006339 0.740473 0.672009 0.0000013204 0.0000000811 -0.0000086622 0.0000006640 -0.0000005033 0.0004325100 7.2303530169 6.1431730653 0.0028041415 5.4880842360 0.0020536729 0.0146498933
1664954904.35278 -115.402295 129.590215 0.137549 -0.007554 0.005695 0.742285 0.670017 0.0000013234 0.0000001024 -0.0000080169 0.0000006907 -0.0000005963 0.0004325907 7.2481050827 6.1517526944 0.0028077182 5.4899301380 0.0020539859 0.0146625989
1664954904.45285 -115.424786 129.749067 0.131469 -0.008290 0.004257 0.743694 0.668455 0.0000012914 0.0000001248 -0.0000075341 0.0000007067 -0.0000021796 0.0004326147 7.2657426320 6.1603710536 0.0028138601 5.4919340561 0.0020545177 0.0146731020
1664954904.55292 -115.447196 129.911444 0.126627 -0.009860 0.006041 0.744329 0.667713 0.0000011893 0.0000001338 -0.0000097549 0.0000006964 -0.0000019489 0.0004324825 7.2837459751 6.1691553958 0.0028192060 5.4939574603 0.0020553908 0.0146818765
1664954904.65298 -115.465009 130.063689 0.124622 -0.008530 0.005213 0.744891 0.667111 0.0000011232 0.0000001102 -0.0000082836 0.0000006995 -0.0000014330 0.0004325603 7.3010480152 6.1775902916 0.0028241029 5.4959228775 0.0020558154 0.0146937522
1664954904.75305 -115.485102 130.220213 0.123546 -0.010621 0.004103 0.746260 0.665557 0.0000011457 0.0000001500 -0.0000090801 0.0000007211 -0.0000035002 0.0004324987 7.3183177810 6.1862489743 0.0028290597 5.4983035460 0.0020563767 0.0147041129
1664954904.85310 -115.508491 130.365897 0.123403 -0.008935 -0.000376 0.747098 0.664653 0.0000010303 0.0000001302 -0.0000053636 0.0000007622 -0.0000053234 0.0004325804 7.3347899574 6.1943329984 0.0028338192 5.5002922652 0.0020575596 0.0147155757
1664954904.95315 -115.508029 130.522259 0.125705 -0.006408 0.000146 0.748477 0.663130 0.0000009478 0.0000000952 -0.0000037434 0.0000006620 -0.0000036634 0.0004325824 7.3516215440 6.2023255682 0.0028380664 5.5018615603 0.0020599048 0.0147245890
1664954905.05321 -115.517810 130.676796 0.124960 -0.003375 0.002283 0.748928 0.662639 0.0000009516 0.0000000667 -0.0000033497 0.0000006170 -0.0000005017 0.0004326047 7.3694406709 6.2096084506 0.0028424107 5.5015218957 0.0020620643 0.0147339402
1664954905.15325 -115.540088 130.830680 0.125757 -0.004083 0.000990 0.749530 0.661957 0.0000009612 0.0000000807 -0.0000030272 0.0000006336 -0.0000016548 0.0004326192 7.3868439552 6.2181231455 0.0028478787 5.5035967699 0.0020642650 0.0147456098
1664954905.25330 -115.564495 130.986115 0.126489 -0.007101 0.000104 0.750276 0.661087 0.0000009504 0.0000000851 -0.0000045289 0.0000006435 -0.0000039608 0.0004325614 7.4042367401 6.2269036791 0.0028521259 5.5061343117 0.0020659466 0.0147570647
1664954905.35334 -115.578331 131.144565 0.127970 -0.006632 0.002298 0.751296 0.659928 0.0000009387 0.0000000500 -0.0000052768 0.0000006093 -0.0000023518 0.0004325788 7.4217847104 6.2351362169 0.0028555022 5.5076475559 0.0020680123 0.0147683790
1664954905.45338 -115.594758 131.302689 0.130892 -0.005130 0.003572 0.751734 0.659437 0.0000008716 0.0000000308 -0.0000051824 0.0000005651 -0.0000006077 0.0004325592 7.4393877781 6.2433567968 0.0028577730 5.5090878800 0.0020714318 0.0147765858
1664954905.55342 -115.616938 131.455792 0.130358 -0.005561 0.002533 0.752895 0.658112 0.0000008774 0.0000000445 -0.0000048278 0.0000005921 -0.0000015686 0.0004326077 7.4570780225 6.2520915532 0.0028619370 5.5113782395 0.0020745497 0.0147879427
1664954905.65347 -115.638963 131.614737 0.127529 -0.006690 0.001003 0.753444 0.657478 0.0000008817 0.0000000555 -0.0000046338 0.0000006223 -0.0000031085 0.0004326303 7.4745162287 6.2607244782 0.0028655444 5.5136876488 0.0020773556 0.0147986559
1664954905.75352 -115.659735 131.766821 0.127145 -0.005260 -0.000181 0.754395 0.656400 0.0000008578 0.0000000356 -0.0000030297 0.0000006367 -0.0000031703 0.0004326885 7.4921969603 6.2692150630 0.0028698266 5.5155962900 0.0020797623 0.0148098302
1664954905.85354 -115.684598 131.917840 0.127303 -0.006256 -0.000910 0.754925 0.655781 0.0000008683 0.0000000491 -0.0000033429 0.0000006695 -0.0000042353 0.0004327005 7.5094492159 6.2777808052 0.0028742952 5.5179457472 0.0020820951 0.0148206158
1664954905.95354 -115.708135 132.059854 0.128594 -0.005413 -0.002039 0.754666 0.656084 0.0000008175 0.0000000288 -0.0000018510 0.0000006421 -0.0000045228 0.0004326942 7.5259441857 6.2859540120 0.0028789890 5.5201738249 0.0020837031 0.0148296830
1664954906.05354 -115.726344 132.200082 0.129584 -0.002951 -0.003347 0.756209 0.654315 0.0000008206 0.0000000215 0.0000003085 0.0000006539 -0.0000039877 0.0004327658 7.5414021300 6.2935919505 0.0028835098 5.5222335768 0.0020870158 0.0148399957
1664954906.15354 -115.749565 132.343771 0.131093 -0.004268 -0.004955 0.755794 0.654777 0.0000008129 0.0000000269 0.0000003108 0.0000006990 -0.0000058136 0.0004327241 7.5577520333 6.3017605833 0.0028882183 5.5245545444 0.0020903185 0.0148492825
1664954906.25354 -115.778091 132.487435 0.130183 -0.005948 -0.008675 0.757773 0.652433 0.0000008345 0.0000000275 0.0000011667 0.0000008312 -0.0000090615 0.0004326509 7.5743280664 6.3103311011 0.0028921852 5.5274097320 0.0020926513 0.0148599138
1664954906.35354 -115.797021 132.637123 0.132502 -0.001835 -0.008802 0.758125 0.652047 0.0000009029 0.0000000065 0.0000040046 0.0000007731 -0.0000069565 0.0004327427 7.5910559624 6.3182277068 0.0028960977 5.5290425621 0.0020946848 0.0148708835
1664954906.45354 -115.815273 132.797993 0.135280 -0.001235 -0.005722 0.758046 0.652175 0.0000008854 0.0000000572 0.0000027323 0.0000007242 -0.0000045664 0.0004328653 7.6092582940 6.3268675809 0.0028997559 5.5308987735 0.0020964550 0.0148815904
1664954906.55354 -115.846378 132.957280 0.135289 -0.003263 -0.006690 0.759666 0.650271 0.0000008768 0.0000000569 0.0000019820 0.0000007662 -0.0000062593 0.0004328530 7.6275228345 6.3362209114 0.0029035821 5.5339133794 0.0020995051 0.0148911567
1664954906.65354 -115.869006 133.117319 0.141062 -0.001986 -0.007483 0.760146 0.649706 0.0000008909 0.0000000496 0.0000032140 0.0000007648 -0.0000060470 0.0004328695 7.6452769650 6.3450538516 0.0029068991 5.5364261440 0.0021017554 0.0149009007
1664954906.75354 -115.889507 133.276629 0.141882 -0.001305 -0.003995 0.760616 0.649188 0.0000008788 0.0000000923 0.0000014417 0.0000007113 -0.0000033297 0.0004329721 7.6639832874 6.3537957571 0.0029105582 5.5381306597 0.0021041305 0.0149101951
1664954906.85354 -115.916491 133.432345 0.142599 -0.002061 -0.003565 0.761155 0.648557 0.0000009806 0.0000001382 0.0000006800 0.0000007402 -0.0000034523 0.0004330098 7.6818216294 6.3627914131 0.0029140358 5.5408856753 0.0021064259 0.0149203788
1664954906.95354 -115.950913 133.579260 0.143444 -0.002377 -0.004912 0.761051 0.648669 0.0000010750 0.0000001522 0.0000015650 0.0000007488 -0.0000045766 0.0004329457 7.6992925774 6.3716983687 0.0029181348 5.5437544077 0.0021085284 0.0149296892
1664954907.05354 -115.971672 133.738473 0.146648 -0.002716 -0.000336 0.762837 0.646585 0.0000011661 0.0000002209 -0.0000014273 0.0000007323 -0.0000017044 0.0004330103 7.7171093596 6.3806327585 0.0029215893 5.5464401787 0.0021116708 0.0149397225
1664954907.15354 -115.993462 133.893195 0.147507 -0.001140 0.001243 0.762529 0.646952 0.0000012236 0.0000002447 -0.0000013339 0.0000007383 0.0000003475 0.0004330342 7.7350898211 6.3892947311 0.0029258491 5.5485690332 0.0021139076 0.0149503404
1664954907.25354 -116.022858 134.048765 0.148201 -0.001019 -0.001381 0.763619 0.645665 0.0000011715 0.0000002219 0.0000003496 0.0000007316 -0.0000016817 0.0004330333 7.7524329706 6.3982641567 0.0029296153 5.5516584216 0.0021159807 0.0149599652
1664954907.35354 -116.048374 134.206888 0.148246 0.001439 -0.000539 0.764031 0.645178 0.0000012010 0.0000002296 0.0000014594 0.0000007240 0.0000004551 0.0004330450 7.7704526834 6.4069685231 0.0029348915 5.5538457341 0.0021185650 0.0149711285
1664954907.45354 -116.082488 134.356437 0.152670 0.004756 -0.001398 0.766191 0.642594 0.0000013256 0.0000002807 0.0000041643 0.0000007424 0.0000016761 0.0004330092 7.7881787840 6.4157790954 0.0029394811 5.5564260588 0.0021206599 0.0149835729
1664954907.55353 -116.121433 134.509979 0.152226 0.001281 -0.001718 0.769576 0.638551 0.0000013416 0.0000002850 0.0000021510 0.0000007507 -0.0000006354 0.0004330392 7.8058111668 6.4256144878 0.0029434187 5.5607799387 0.0021229465 0.0149956725
1664954907.65353 -116.150664 134.658995 0.156457 0.002194 -0.001441 0.772252 0.635311 0.0000013681 0.0000002804 0.0000026703 0.0000007147 0.0000000333 0.0004329547 7.8226503663 6.4344635066 0.0029464028 5.5640504720 0.0021251845 0.0150067876
1664954907.75354 -116.179361 134.799449 0.156620 0.005416 -0.002912 0.773798 0.633402 0.0000014501 0.0000003257 0.0000055763 0.0000007690 0.0000007120 0.0004329296 7.8394269366 6.4429526740 0.0029507373 5.5667731373 0.0021283909 0.0150182224
1664954907.85354 -116.213777 134.957565 0.153441 0.001177 -0.000592 0.775461 0.631394 0.0000014902 0.0000003616 0.0000013377 0.0000008018 -0.0000000235 0.0004330220 7.8574938270 6.4524403109 0.0029543561 5.5702760414 0.0021306285 0.0150305150
1664954907.95353 -116.253079 135.120746 0.153070 -0.003769 0.000918 0.776392 0.630239 0.0000016220 0.0000004177 -0.0000027513 0.0000008490 -0.0000014745 0.0004330448 7.8767121243 6.4625582796 0.0029590469 5.5740464453 0.0021323620 0.0150445341
