# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1666059886.55129 30.611951 -18.496437 0.708477 -0.005982 -0.007175 0.472954 0.881038 0.0000024957 -0.0000000535 0.0000028912 0.0000022828 -0.0000071645 0.0004118004 0.1542651390 0.2245832194 -0.0000335754 0.3948344791 0.0002930497 0.0042647363
1666059886.65131 30.684537 -18.379616 0.708537 -0.003896 -0.008773 0.479575 0.877449 0.0000025227 -0.0000000720 0.0000048664 0.0000022439 -0.0000062970 0.0004118316 0.1525326711 0.2237085251 -0.0000322621 0.3967950393 0.0002917048 0.0042707709
1666059886.75131 30.770407 -18.251615 0.707117 -0.003447 -0.010559 0.480625 0.876856 0.0000025932 -0.0000000893 0.0000064170 0.0000022766 -0.0000068330 0.0004118132 0.1506433588 0.2226212445 -0.0000350941 0.3986427491 0.0002931042 0.0042794280
1666059886.85132 30.851204 -18.123089 0.709392 -0.004940 -0.008405 0.481668 0.876300 0.0000024926 -0.0000000493 0.0000043142 0.0000022681 -0.0000069481 0.0004118638 0.1486073400 0.2215697851 -0.0000300337 0.4009051325 0.0002897018 0.0042852319
1666059886.95132 30.944338 -17.982348 0.711657 -0.005837 -0.004866 0.483412 0.875360 0.0000025099 0.0000000199 0.0000013937 0.0000022620 -0.0000063905 0.0004119561 0.1467666053 0.2205664367 -0.0000306836 0.4030042371 0.0002896270 0.0042923979
1666059887.05133 31.032446 -17.845392 0.713410 -0.005430 -0.003485 0.485816 0.874038 0.0000025836 0.0000000633 0.0000005224 0.0000022490 -0.0000053431 0.0004120297 0.1448015559 0.2194908363 -0.0000290727 0.4052575036 0.0002891422 0.0042989697
1666059887.15133 31.115151 -17.711456 0.715750 -0.006770 -0.004437 0.487166 0.873272 0.0000026367 0.0000000709 0.0000006583 0.0000023086 -0.0000066896 0.0004120433 0.1428933692 0.2183553854 -0.0000298813 0.4072859553 0.0002906401 0.0043070822
1666059887.25133 31.193375 -17.583245 0.717887 -0.006578 -0.006940 0.488111 0.872729 0.0000026129 0.0000000303 0.0000026079 0.0000023454 -0.0000075118 0.0004120090 0.1411232177 0.2173146086 -0.0000289592 0.4092659043 0.0002914009 0.0043134876
1666059887.35133 31.275129 -17.454382 0.719175 -0.005114 -0.006202 0.489566 0.871929 0.0000024306 0.0000000021 0.0000025649 0.0000022521 -0.0000062836 0.0004120010 0.1393700942 0.2162963972 -0.0000287549 0.4113402501 0.0002935605 0.0043172584
1666059887.45134 31.353065 -17.331860 0.719702 -0.005438 -0.006532 0.490847 0.871205 0.0000024473 0.0000000030 0.0000027255 0.0000022638 -0.0000067041 0.0004120018 0.1375736705 0.2151731882 -0.0000304802 0.4132908693 0.0002954240 0.0043235272
1666059887.55133 31.430320 -17.195784 0.721385 -0.006952 -0.006371 0.491314 0.870931 0.0000023855 -0.0000000087 0.0000018926 0.0000022619 -0.0000076412 0.0004119715 0.1358546574 0.2141092602 -0.0000327976 0.4152622657 0.0002962416 0.0043283328
1666059887.65133 31.513322 -17.061853 0.722721 -0.007089 -0.004277 0.492395 0.870332 0.0000023929 0.0000000184 0.0000002884 0.0000022389 -0.0000068888 0.0004120320 0.1339952632 0.2129167437 -0.0000356924 0.4173587883 0.0002978308 0.0043365887
1666059887.75133 31.598598 -16.929092 0.723387 -0.005779 -0.004181 0.493611 0.869654 0.0000023605 0.0000000039 0.0000007569 0.0000021794 -0.0000058787 0.0004120430 0.1322104387 0.2117784103 -0.0000383084 0.4194542626 0.0002986047 0.0043418547
1666059887.85133 31.682349 -16.795809 0.723905 -0.005440 -0.005046 0.494026 0.869416 0.0000023713 -0.0000000033 0.0000014980 0.0000021953 -0.0000061165 0.0004120473 0.1304244526 0.2106118747 -0.0000416258 0.4215738884 0.0003002034 0.0043500279
1666059887.95133 31.760921 -16.662265 0.723600 -0.006319 -0.006551 0.495210 0.868726 0.0000024104 -0.0000000274 0.0000023519 0.0000022538 -0.0000072765 0.0004120452 0.1286888638 0.2094492953 -0.0000457128 0.4236296178 0.0003025996 0.0043597770
1666059888.05133 31.844194 -16.531609 0.722549 -0.005000 -0.006894 0.496434 0.868033 0.0000024487 -0.0000000397 0.0000029817 0.0000022398 -0.0000063816 0.0004120854 0.1270039633 0.2083237675 -0.0000496657 0.4257281488 0.0003048869 0.0043688303
1666059888.15133 31.926181 -16.403673 0.722820 -0.003203 -0.006888 0.497478 0.867443 0.0000024855 -0.0000000358 0.0000037717 0.0000022167 -0.0000052447 0.0004121051 0.1253419571 0.2072118488 -0.0000528586 0.4278820933 0.0003065329 0.0043751877
1666059888.25133 32.007839 -16.274671 0.723003 -0.003773 -0.006308 0.499617 0.866215 0.0000024447 -0.0000000375 0.0000031916 0.0000022127 -0.0000051976 0.0004121317 0.1236268987 0.2060096256 -0.0000555385 0.4299722535 0.0003098886 0.0043786218
1666059888.35133 32.086827 -16.134967 0.727375 -0.005374 -0.005109 0.502828 0.864355 0.0000024097 -0.0000000210 0.0000016104 0.0000022301 -0.0000059865 0.0004121357 0.1219387242 0.2048168726 -0.0000588917 0.4321047158 0.0003119624 0.0043846964
1666059888.45134 32.166411 -15.999816 0.728057 -0.005272 -0.003701 0.510102 0.860090 0.0000024296 -0.0000000088 0.0000007547 0.0000022376 -0.0000054001 0.0004122481 0.1202281959 0.2035485038 -0.0000625121 0.4341297126 0.0003139730 0.0043925849
1666059888.55134 32.234752 -15.866439 0.730843 -0.008165 -0.005115 0.517918 0.855376 0.0000024516 -0.0000000043 0.0000002677 0.0000023659 -0.0000079175 0.0004122984 0.1185358513 0.2022223003 -0.0000647850 0.4359353675 0.0003165209 0.0044013446
1666059888.65134 32.303706 -15.735717 0.730982 -0.007254 -0.006230 0.524880 0.851123 0.0000024700 -0.0000000260 0.0000014657 0.0000024014 -0.0000078259 0.0004123991 0.1169272620 0.2009649802 -0.0000663238 0.4377449372 0.0003179657 0.0044094162
1666059888.75133 32.373520 -15.600207 0.734904 -0.006520 -0.006091 0.531652 0.846916 0.0000024278 -0.0000000551 0.0000016736 0.0000023839 -0.0000074421 0.0004124747 0.1152761236 0.1996559060 -0.0000619876 0.4395620231 0.0003196214 0.0044122746
1666059888.85133 32.442807 -15.474432 0.735195 -0.003709 -0.007050 0.538779 0.842409 0.0000024553 -0.0000000857 0.0000032813 0.0000023401 -0.0000060498 0.0004125322 0.1136325252 0.1983396490 -0.0000565593 0.4413649743 0.0003195628 0.0044152144
1666059888.95133 32.507998 -15.335918 0.737163 -0.004431 -0.007772 0.542145 0.840237 0.0000025052 -0.0000000844 0.0000035229 0.0000023694 -0.0000067380 0.0004125937 0.1119934122 0.1969605117 -0.0000576133 0.4430381930 0.0003212895 0.0044211763
1666059889.05133 32.571696 -15.193031 0.739137 -0.006083 -0.006998 0.547175 0.836967 0.0000025124 -0.0000000653 0.0000022685 0.0000024419 -0.0000075111 0.0004127077 0.1102727304 0.1954776706 -0.0000579678 0.4447789452 0.0003220681 0.0044280153
1666059889.15134 32.642518 -15.055924 0.739671 -0.004791 -0.005966 0.551269 0.834292 0.0000024669 -0.0000000861 0.0000021233 0.0000022982 -0.0000060418 0.0004127008 0.1085940209 0.1940417410 -0.0000560523 0.4465005484 0.0003192399 0.0044322094
1666059889.25135 32.704030 -14.913548 0.742384 -0.005954 -0.006570 0.553118 0.833055 0.0000024797 -0.0000000928 0.0000021474 0.0000023573 -0.0000072630 0.0004127218 0.1069524550 0.1925838459 -0.0000575832 0.4481760418 0.0003195583 0.0044388900
1666059889.35137 32.766194 -14.770425 0.743534 -0.006533 -0.005727 0.556340 0.830909 0.0000024774 -0.0000000628 0.0000011710 0.0000023921 -0.0000072474 0.0004128164 0.1052774473 0.1910596744 -0.0000588893 0.4498410652 0.0003202450 0.0044454236
1666059889.45137 32.838633 -14.628256 0.744247 -0.004014 -0.004960 0.557810 0.829944 0.0000024501 -0.0000000530 0.0000017739 0.0000023242 -0.0000053095 0.0004128915 0.1036741848 0.1896111292 -0.0000595604 0.4515702931 0.0003203834 0.0044499376
1666059889.55139 32.901025 -14.489032 0.745424 -0.003565 -0.006073 0.559181 0.829016 0.0000024511 -0.0000000630 0.0000027411 0.0000023363 -0.0000054378 0.0004129122 0.1020264481 0.1880899876 -0.0000617676 0.4533610895 0.0003216353 0.0044560187
1666059889.65139 32.960178 -14.348925 0.747975 -0.003589 -0.008178 0.560228 0.828291 0.0000024187 -0.0000000559 0.0000041766 0.0000023300 -0.0000063047 0.0004128860 0.1004180623 0.1865474954 -0.0000636489 0.4549593565 0.0003224252 0.0044603737
1666059889.75139 33.022080 -14.205951 0.748606 -0.003085 -0.007302 0.561216 0.827632 0.0000023993 -0.0000000438 0.0000037512 0.0000022734 -0.0000055114 0.0004128777 0.0988190982 0.1850139964 -0.0000660820 0.4566728239 0.0003231269 0.0044646317
1666059889.85140 33.089074 -14.067089 0.750082 -0.000465 -0.006288 0.563276 0.826245 0.0000024161 -0.0000000261 0.0000042333 0.0000022352 -0.0000032590 0.0004129534 0.0972772026 0.1835189387 -0.0000693703 0.4583835937 0.0003241795 0.0044696767
1666059889.95140 33.144806 -13.922644 0.751615 -0.002329 -0.006738 0.564230 0.825587 0.0000023914 -0.0000000196 0.0000036670 0.0000021910 -0.0000045248 0.0004129126 0.0956929758 0.1819150819 -0.0000712449 0.4599402406 0.0003244204 0.0044718251
1666059890.05141 33.201876 -13.777237 0.754837 -0.003121 -0.008064 0.566194 0.824227 0.0000024451 -0.0000000415 0.0000042379 0.0000022358 -0.0000059311 0.0004129092 0.0940973037 0.1802538181 -0.0000713050 0.4614129582 0.0003250843 0.0044765403
1666059890.15141 33.263872 -13.632642 0.755756 -0.001686 -0.006424 0.568210 0.822857 0.0000024160 -0.0000000507 0.0000036982 0.0000021701 -0.0000042263 0.0004129614 0.0925234147 0.1786399214 -0.0000720366 0.4631414457 0.0003266074 0.0044809154
1666059890.25141 33.324662 -13.493232 0.756963 -0.000906 -0.003423 0.574840 0.818258 0.0000024096 -0.0000000212 0.0000016674 0.0000021315 -0.0000021492 0.0004130767 0.0910016580 0.1770424829 -0.0000734168 0.4647659116 0.0003282158 0.0044867616
1666059890.35142 33.371840 -13.351048 0.751436 -0.001844 -0.006543 0.575233 0.817962 0.0000024423 -0.0000000525 0.0000037665 0.0000021697 -0.0000043751 0.0004130367 0.0895492562 0.1754413622 -0.0000757346 0.4660326063 0.0003285179 0.0044925753
1666059890.45142 33.421683 -13.205179 0.752631 -0.006376 -0.005731 0.577289 0.816495 0.0000023990 -0.0000000265 0.0000009392 0.0000022338 -0.0000069756 0.0004130269 0.0879629123 0.1736438074 -0.0000772049 0.4672793026 0.0003280402 0.0044985620
1666059890.55143 33.484878 -13.061836 0.753278 -0.004254 -0.002540 0.577484 0.816387 0.0000024415 -0.0000000066 -0.0000001684 0.0000021630 -0.0000041501 0.0004131235 0.0865745633 0.1721481477 -0.0000811941 0.4689131833 0.0003277788 0.0045043040
1666059890.65143 33.539475 -12.924279 0.752986 -0.004253 0.001091 0.580152 0.814497 0.0000024980 0.0000000277 -0.0000026690 0.0000021395 -0.0000024701 0.0004131714 0.0851110225 0.1705128882 -0.0000867744 0.4705346230 0.0003284679 0.0045102264
1666059890.75143 33.580103 -12.790712 0.752454 -0.004779 -0.001757 0.581686 0.813398 0.0000025340 0.0000000401 -0.0000010138 0.0000021684 -0.0000040759 0.0004131769 0.0837737044 0.1689309115 -0.0000906233 0.4716595477 0.0003278877 0.0045153876
1666059890.85142 33.628379 -12.656334 0.752925 -0.004407 -0.002132 0.581646 0.813427 0.0000025449 0.0000000384 -0.0000006283 0.0000021659 -0.0000040500 0.0004131924 0.0824259173 0.1673397889 -0.0000936557 0.4728959297 0.0003263857 0.0045202601
1666059890.95142 33.682824 -12.521486 0.754971 -0.004886 -0.000826 0.583847 0.811848 0.0000025814 0.0000000596 -0.0000015608 0.0000021513 -0.0000036707 0.0004132210 0.0810812053 0.1657322707 -0.0000974038 0.4741899863 0.0003262085 0.0045265220
1666059891.05142 33.725157 -12.396773 0.754917 -0.006137 -0.001170 0.584483 0.811382 0.0000025234 0.0000000757 -0.0000021935 0.0000021452 -0.0000046260 0.0004131842 0.0797362809 0.1641229549 -0.0001023301 0.4755891570 0.0003258714 0.0045308235
1666059891.15142 33.775272 -12.261678 0.752812 -0.007522 -0.001833 0.585007 0.810991 0.0000025454 0.0000000893 -0.0000023697 0.0000021808 -0.0000059792 0.0004131635 0.0784939877 0.1625777888 -0.0001080030 0.4767011322 0.0003254039 0.0045377334
1666059891.25142 33.819551 -12.122970 0.751650 -0.005889 -0.001988 0.586656 0.809812 0.0000025121 0.0000000617 -0.0000014542 0.0000021366 -0.0000047648 0.0004132131 0.0771799313 0.1609861294 -0.0001087102 0.4782349027 0.0003251831 0.0045421635
1666059891.35142 33.881354 -11.981466 0.751363 -0.003739 0.000174 0.587130 0.809484 0.0000025024 0.0000000540 -0.0000017242 0.0000020947 -0.0000025271 0.0004132646 0.0758383326 0.1592845681 -0.0001107360 0.4795824377 0.0003262797 0.0045481199
1666059891.45142 33.927600 -11.829686 0.750500 -0.006601 0.001782 0.587944 0.808873 0.0000025039 0.0000001032 -0.0000041727 0.0000020933 -0.0000036250 0.0004132177 0.0744526803 0.1574938934 -0.0001141978 0.4810378129 0.0003277992 0.0045561637
1666059891.55142 33.969486 -11.681441 0.751062 -0.009156 0.000214 0.588411 0.808510 0.0000025314 0.0000001526 -0.0000043626 0.0000021694 -0.0000061311 0.0004131929 0.0730882638 0.1556478229 -0.0001164901 0.4821564517 0.0003286181 0.0045648771
1666059891.65142 34.019065 -11.538520 0.749199 -0.010362 -0.000154 0.589064 0.808020 0.0000025187 0.0000001582 -0.0000047291 0.0000021872 -0.0000070760 0.0004131515 0.0717488402 0.1538461340 -0.0001184198 0.4833956375 0.0003290339 0.0045720952
1666059891.75142 34.068501 -11.397307 0.749281 -0.010253 0.000446 0.590030 0.807316 0.0000025597 0.0000001678 -0.0000050487 0.0000021932 -0.0000067632 0.0004131912 0.0704978593 0.1521522793 -0.0001215846 0.4847927816 0.0003298634 0.0045805684
1666059891.85142 34.118560 -11.255907 0.741540 -0.007884 0.000198 0.590556 0.806958 0.0000024858 0.0000001415 -0.0000036816 0.0000021601 -0.0000057113 0.0004132404 0.0692880723 0.1504900260 -0.0001256165 0.4861854338 0.0003311472 0.0045875495
1666059891.95142 34.164252 -11.108030 0.738012 -0.008392 0.000526 0.591832 0.806017 0.0000025239 0.0000001631 -0.0000042274 0.0000021600 -0.0000053775 0.0004132531 0.0679939797 0.1486573987 -0.0001304542 0.4875441731 0.0003323123 0.0045957558
1666059892.05142 34.209831 -10.962339 0.738314 -0.010088 0.000439 0.592599 0.805434 0.0000025600 0.0000001979 -0.0000051357 0.0000021956 -0.0000061963 0.0004132383 0.0666894128 0.1467514919 -0.0001353806 0.4887954708 0.0003339732 0.0046045722
1666059892.15142 34.254103 -10.813014 0.732690 -0.010626 -0.001545 0.593973 0.804413 0.0000025143 0.0000001856 -0.0000042647 0.0000022338 -0.0000076833 0.0004132241 0.0654560503 0.1449197074 -0.0001395712 0.4899730406 0.0003362884 0.0046098489
1666059892.25142 34.308938 -10.666593 0.727427 -0.010828 -0.000514 0.594442 0.804065 0.0000025198 0.0000001899 -0.0000048395 0.0000022245 -0.0000076001 0.0004132349 0.0641778863 0.1430086977 -0.0001436163 0.4913610608 0.0003385147 0.0046163064
1666059892.35142 34.368014 -10.516464 0.729720 -0.010692 0.001246 0.595589 0.803217 0.0000025590 0.0000002001 -0.0000057903 0.0000021717 -0.0000068143 0.0004132176 0.0629488775 0.1411791376 -0.0001495053 0.4929097214 0.0003415589 0.0046216506
1666059892.45142 34.415929 -10.360480 0.729786 -0.011639 0.001407 0.595479 0.803285 0.0000026203 0.0000002334 -0.0000063664 0.0000021969 -0.0000071949 0.0004132035 0.0617359075 0.1393312384 -0.0001560853 0.4944875486 0.0003439458 0.0046296024
1666059892.55142 34.462871 -10.212381 0.730350 -0.012391 0.001863 0.596728 0.802345 0.0000027000 0.0000002846 -0.0000070132 0.0000022190 -0.0000074313 0.0004132095 0.0605111947 0.1373872710 -0.0001614407 0.4957986217 0.0003463470 0.0046362271
1666059892.65142 34.513913 -10.068974 0.727040 -0.012060 0.003521 0.597221 0.801978 0.0000027588 0.0000002791 -0.0000082230 0.0000021683 -0.0000059566 0.0004132216 0.0593730298 0.1355621478 -0.0001662650 0.4972165568 0.0003480828 0.0046427184
1666059892.75142 34.560861 -9.920547 0.725017 -0.011437 0.004469 0.597830 0.801529 0.0000028054 0.0000003047 -0.0000084048 0.0000021707 -0.0000053415 0.0004132494 0.0582799024 0.1337774725 -0.0001705356 0.4985626149 0.0003478492 0.0046491975
1666059892.85142 34.605747 -9.772867 0.724850 -0.011663 0.004172 0.599192 0.800510 0.0000027057 0.0000002628 -0.0000081328 0.0000021562 -0.0000059726 0.0004132513 0.0571496763 0.1318622771 -0.0001749156 0.4997470594 0.0003482073 0.0046572774
1666059892.95142 34.647536 -9.620660 0.722246 -0.012382 0.003340 0.599853 0.800008 0.0000027272 0.0000002741 -0.0000080520 0.0000021726 -0.0000064714 0.0004132405 0.0560388560 0.1299532497 -0.0001790881 0.5009973055 0.0003484735 0.0046658586
1666059893.05142 34.689628 -9.466278 0.719205 -0.012767 0.004203 0.600724 0.799344 0.0000027275 0.0000002728 -0.0000087520 0.0000021655 -0.0000065487 0.0004132112 0.0548978332 0.1279515939 -0.0001818890 0.5022297711 0.0003483853 0.0046737836
1666059893.15142 34.734122 -9.316663 0.715686 -0.012255 0.004341 0.601105 0.799065 0.0000027294 0.0000002695 -0.0000086248 0.0000021576 -0.0000061096 0.0004132468 0.0537848336 0.1259514528 -0.0001850249 0.5034144671 0.0003488074 0.0046822228
1666059893.25142 34.778180 -9.166693 0.712815 -0.012073 0.004397 0.602487 0.798026 0.0000027278 0.0000002580 -0.0000085706 0.0000021480 -0.0000057583 0.0004132780 0.0527178465 0.1240079559 -0.0001888623 0.5046731918 0.0003494602 0.0046904976
1666059893.35142 34.824917 -9.015146 0.709849 -0.012090 0.004888 0.603584 0.797193 0.0000028626 0.0000003256 -0.0000089934 0.0000021783 -0.0000054355 0.0004133066 0.0516525462 0.1220224792 -0.0001938343 0.5059230732 0.0003506317 0.0046996188
1666059893.45144 34.867952 -8.857769 0.709161 -0.012832 0.005927 0.604658 0.796360 0.0000028318 0.0000002851 -0.0000100720 0.0000021412 -0.0000053511 0.0004132546 0.0505869500 0.1200025565 -0.0001971345 0.5072705259 0.0003526232 0.0047062674
1666059893.55146 34.909899 -8.703740 0.705901 -0.013132 0.005139 0.605617 0.795631 0.0000027793 0.0000002762 -0.0000097832 0.0000021451 -0.0000059317 0.0004132697 0.0495299745 0.1179281750 -0.0002013661 0.5083933400 0.0003534390 0.0047149156
1666059893.65147 34.951934 -8.553797 0.702091 -0.011896 0.003079 0.605527 0.795730 0.0000027257 0.0000002671 -0.0000077166 0.0000021622 -0.0000063440 0.0004133592 0.0485398549 0.1159567400 -0.0002055352 0.5095674477 0.0003539731 0.0047226860
1666059893.75149 34.992042 -8.402691 0.697145 -0.011826 0.002230 0.607093 0.794540 0.0000026519 0.0000002268 -0.0000073488 0.0000021420 -0.0000064275 0.0004133591 0.0475587580 0.1139579310 -0.0002095403 0.5107460658 0.0003549582 0.0047296717
1666059893.85150 35.036498 -8.254335 0.695027 -0.010230 0.002097 0.607020 0.794618 0.0000026316 0.0000002003 -0.0000063173 0.0000021217 -0.0000055337 0.0004134158 0.0466266273 0.1120190726 -0.0002147377 0.5119329481 0.0003552060 0.0047380429
1666059893.95151 35.080163 -8.112388 0.693563 -0.009723 0.004123 0.609337 0.792841 0.0000026641 0.0000001889 -0.0000073986 0.0000020907 -0.0000042123 0.0004134323 0.0457172168 0.1100963781 -0.0002204159 0.5132094638 0.0003557518 0.0047457286
1666059894.05152 35.111538 -7.974140 0.692347 -0.011497 0.003505 0.614397 0.788905 0.0000026960 0.0000002363 -0.0000079827 0.0000021275 -0.0000056088 0.0004134154 0.0448812714 0.1082686884 -0.0002252679 0.5141023896 0.0003560026 0.0047514560
1666059894.15153 35.145250 -7.833984 0.692937 -0.010396 0.004692 0.622093 0.782860 0.0000026891 0.0000002002 -0.0000081856 0.0000020813 -0.0000041958 0.0004134799 0.0440480649 0.1064273371 -0.0002283189 0.5150849196 0.0003555831 0.0047578361
1666059894.25153 35.174221 -7.692179 0.693992 -0.009779 0.003580 0.626933 0.779004 0.0000025566 0.0000001310 -0.0000071639 0.0000020510 -0.0000045826 0.0004135041 0.0431852629 0.1044585412 -0.0002305893 0.5158767468 0.0003545053 0.0047650528
1666059894.35154 35.209506 -7.548761 0.690775 -0.006159 0.004533 0.633551 0.773663 0.0000025067 0.0000000644 -0.0000059002 0.0000020029 -0.0000016558 0.0004136350 0.0423434534 0.1025147272 -0.0002328367 0.5168302151 0.0003539682 0.0047731240
1666059894.45155 35.231118 -7.389325 0.684230 -0.011784 0.005074 0.638515 0.769502 0.0000026220 0.0000001471 -0.0000094170 0.0000020459 -0.0000048581 0.0004134875 0.0414253866 0.1003366488 -0.0002319158 0.5175104592 0.0003555594 0.0047780923
1666059894.55155 35.255956 -7.239392 0.683604 -0.010916 0.003580 0.641877 0.766722 0.0000025460 0.0000001299 -0.0000078959 0.0000020434 -0.0000051647 0.0004135546 0.0405612741 0.0982563330 -0.0002315990 0.5181648367 0.0003557055 0.0047836070
1666059894.65155 35.284011 -7.087389 0.681619 -0.008869 0.004617 0.644186 0.764804 0.0000025389 0.0000000880 -0.0000075094 0.0000019956 -0.0000031952 0.0004136076 0.0397237795 0.0961797463 -0.0002324316 0.5190445818 0.0003564888 0.0047910392
1666059894.75155 35.312886 -6.931764 0.681010 -0.008598 0.006580 0.645606 0.763594 0.0000025703 0.0000000560 -0.0000087232 0.0000019776 -0.0000018642 0.0004135754 0.0388837927 0.0940200362 -0.0002343104 0.5197877873 0.0003563435 0.0047988067
1666059894.85155 35.340626 -6.784690 0.673918 -0.008032 0.003639 0.647701 0.761843 0.0000024980 0.0000000657 -0.0000063238 0.0000020026 -0.0000033011 0.0004136552 0.0381075609 0.0919739616 -0.0002352248 0.5203980998 0.0003553204 0.0048061078
1666059894.95155 35.365241 -6.633065 0.669831 -0.010810 0.004252 0.650261 0.759622 0.0000026091 0.0000001197 -0.0000083879 0.0000020339 -0.0000045696 0.0004135707 0.0373166059 0.0898387745 -0.0002375348 0.5210777542 0.0003544539 0.0048133652
1666059895.05155 35.390342 -6.486898 0.668380 -0.009985 0.005138 0.651437 0.758620 0.0000025912 0.0000000962 -0.0000084208 0.0000020032 -0.0000037612 0.0004135580 0.0365946033 0.0878622428 -0.0002415783 0.5219464092 0.0003533675 0.0048208386
1666059895.15155 35.421363 -6.339215 0.663355 -0.008173 0.006578 0.656159 0.754550 0.0000026302 0.0000000839 -0.0000084371 0.0000019840 -0.0000018292 0.0004136209 0.0358792300 0.0858319978 -0.0002456060 0.5226959691 0.0003527446 0.0048282342
1666059895.25154 35.440932 -6.191080 0.660052 -0.009574 0.004177 0.658860 0.752193 0.0000026108 0.0000001173 -0.0000076066 0.0000020234 -0.0000038378 0.0004136691 0.0351608780 0.0837130485 -0.0002487052 0.5232417141 0.0003518690 0.0048364728
1666059895.35154 35.469226 -6.041454 0.654539 -0.009388 0.004461 0.660795 0.750495 0.0000026482 0.0000001214 -0.0000076990 0.0000020284 -0.0000035396 0.0004137042 0.0344595175 0.0815992565 -0.0002515718 0.5239778051 0.0003505455 0.0048435310
1666059895.45154 35.507031 -5.888117 0.655578 -0.007829 0.006846 0.665557 0.746275 0.0000026122 0.0000000746 -0.0000080969 0.0000019775 -0.0000010000 0.0004137093 0.0337865883 0.0795477789 -0.0002561235 0.5249458736 0.0003512591 0.0048470994
1666059895.55154 35.526592 -5.744097 0.656486 -0.005892 0.005348 0.670337 0.742014 0.0000025578 0.0000000659 -0.0000064166 0.0000019742 -0.0000006957 0.0004138175 0.0331581454 0.0775366361 -0.0002628397 0.5258256467 0.0003525830 0.0048540408
1666059895.65154 35.539437 -5.596579 0.655984 -0.006946 0.003539 0.673878 0.738801 0.0000024871 0.0000000637 -0.0000057448 0.0000019795 -0.0000022100 0.0004138578 0.0325329142 0.0754423626 -0.0002659012 0.5261586709 0.0003540046 0.0048612190
1666059895.75154 35.554502 -5.441731 0.652687 -0.006726 0.003388 0.678495 0.734567 0.0000024399 0.0000000601 -0.0000059093 0.0000019617 -0.0000022588 0.0004138832 0.0319042765 0.0733256123 -0.0002641752 0.5265954799 0.0003539573 0.0048646011
1666059895.85154 35.575022 -5.285983 0.646000 -0.006635 0.006360 0.682750 0.730595 0.0000024987 0.0000000401 -0.0000074503 0.0000019507 -0.0000004719 0.0004138992 0.0312666518 0.0710790842 -0.0002659662 0.5270747528 0.0003548854 0.0048716277
1666059895.95154 35.583837 -5.139684 0.645101 -0.009440 0.004995 0.688282 0.725365 0.0000025456 0.0000000877 -0.0000082479 0.0000019847 -0.0000028987 0.0004139404 0.0306796095 0.0689128262 -0.0002706803 0.5273024045 0.0003554569 0.0048812816
1666059896.05154 35.587386 -4.994922 0.641477 -0.010889 0.004010 0.690549 0.723193 0.0000025660 0.0000001055 -0.0000085221 0.0000020226 -0.0000042598 0.0004139423 0.0301258332 0.0668640626 -0.0002729669 0.5275336965 0.0003536440 0.0048901679
1666059896.15154 35.598882 -4.855441 0.640111 -0.010231 0.003776 0.693935 0.719955 0.0000025432 0.0000000844 -0.0000080059 0.0000020376 -0.0000040242 0.0004140330 0.0296094583 0.0648513046 -0.0002777369 0.5276940820 0.0003535988 0.0049003812
1666059896.25154 35.611091 -4.716523 0.638128 -0.008472 0.003490 0.695529 0.718440 0.0000024829 0.0000000520 -0.0000067561 0.0000020128 -0.0000031115 0.0004140978 0.0291103266 0.0629511595 -0.0002782722 0.5280415151 0.0003476745 0.0049060677
1666059896.35154 35.617832 -4.586384 0.634194 -0.008670 0.001141 0.696472 0.717531 0.0000024449 0.0000000559 -0.0000054568 0.0000020499 -0.0000047091 0.0004141264 0.0286285554 0.0609977236 -0.0002829063 0.5281588843 0.0003459357 0.0049137313
1666059896.45154 35.618559 -4.453278 0.631324 -0.010692 -0.000441 0.697945 0.716071 0.0000024585 0.0000000788 -0.0000057884 0.0000021316 -0.0000067147 0.0004141200 0.0281820834 0.0591135588 -0.0002873759 0.5283000735 0.0003452401 0.0049228357
1666059896.55154 35.627089 -4.314613 0.625215 -0.011578 0.001279 0.698710 0.715310 0.0000024887 0.0000000855 -0.0000072966 0.0000021371 -0.0000062766 0.0004141316 0.0277252372 0.0571427797 -0.0002912649 0.5284769973 0.0003438725 0.0049310378
1666059896.65154 35.632904 -4.176334 0.623911 -0.013366 0.002506 0.701050 0.712982 0.0000025574 0.0000001096 -0.0000091284 0.0000021539 -0.0000064829 0.0004141061 0.0272772464 0.0551466703 -0.0002954794 0.5286515237 0.0003413040 0.0049374254
1666059896.75154 35.638483 -4.035567 0.620107 -0.015355 0.003065 0.701664 0.712335 0.0000025995 0.0000001701 -0.0000105111 0.0000021775 -0.0000074173 0.0004140416 0.0268535439 0.0531513070 -0.0002999228 0.5287524908 0.0003395477 0.0049427829
1666059896.85154 35.646582 -3.891723 0.617356 -0.016852 0.003803 0.703030 0.710951 0.0000026509 0.0000002037 -0.0000117776 0.0000021797 -0.0000077758 0.0004139803 0.0264354996 0.0511027333 -0.0003039092 0.5289277382 0.0003369796 0.0049458978
1666059896.95154 35.661977 -3.749273 0.609926 -0.018016 0.005094 0.704486 0.709471 0.0000027184 0.0000002338 -0.0000133738 0.0000021680 -0.0000077141 0.0004139158 0.0260262240 0.0490041109 -0.0003087239 0.5291436576 0.0003372753 0.0049503518
